text,label,clean_text
"menurutku sebetulnya yg paslon lain butuhkan adalah hanya ~""bantah data yang salah dari yg telah diungkapkan di panggung ini""~,  bukan semua dari A-Z, mana mungkin waktunya cukup untuk bahas semua.

tapi sayangnya fakta2 yang disampaikan paslon lainnya tidak ada yang di explore utk dibantah oleh No. 2, beliau lbh memilih memposisikan dirinya sebagai pihak yang di fitnah & paslon lainnya hanya bertujuan utk membully personal nya, padahal tema debat kali ini adalah Pertahanan, dimana Pak Prabowo adalah pejabat aktif dalm 4-5 tahunterakhir ini di Kemenhan",positif,menurutku yg paslon butuhkan bantah data salah yg panggung az bahas sayangnya fakta paslon explore utk dibantah beliau lbh memilih memposisikan fitnah paslon bertujuan utk membully personal nya tema debat kali pertahanan dimana prabowo pejabat aktif dalm tahunterakhir kemenhan
"Harusnya pek Prabowo bisa menang di debat ini.. contohnya Anggaran pertahanan harusnya Prabowo bisa bilang ""nih anggaran nya segini terus saya beliin ini itu alat perang yg canggih model terbaru"" gitu bukannya malah bilang rahasia"" wkwk aneh",positif,pek prabowo menang debat contohnya anggaran pertahanan prabowo bilang nih anggaran nya segini beliin alat perang yg canggih model terbaru gitu bilang rahasia wkwk aneh
pasti lo gak setuju krn lo buzzer o2 mewek mewek jagoan lo di rujak,negatif,lo gak setuju krn lo buzzer mewek mewek jagoan lo rujak
Tidak berkutik di bagian mana bang? Nyerang personal?,negatif,berkutik bang nyerang personal
​​ @damarbimantara348 personal apanya.. Kan ditanya lebih kepada kebijakan2nya.. Fakta2nya soal pertahanan 5 tahun masa kerja beliau tdk bisa menjelaskan prestasi yg membanggakan.. Belanja alusista yg infonya mereka para prajurit tdk terlalu butuhkan..Malah banyak prajurit2 yg blm sejahtera dan punya rumah.. Padahal jasa mereka utk menjaga pertahanan contoh di papua dll sangat diperlukan..,negatif,personal apanya kebijakannya faktanya pertahanan kerja beliau tdk prestasi yg membanggakan belanja alusista yg infonya prajurit tdk butuhkanmalah prajurit yg blm sejahtera rumah jasa utk menjaga pertahanan contoh papua dll
"​ @damarbimantara348  Saya rasa apa yang dikatakan pak Anies tadi kepada Prabowo lebih ke Fakta-fakta yang terjadi selama Pak Prabowo sebagai menteri pertahanan. Jadi kalau dikatakan bahwa menyerang secara personal, saya rasa tadi Pak Anies tidak pernah menyinggung Pak Prabowo sebagai Pribadi tetapi pak Prabowo sebagai pejabat yaitu menteri pertahanan.",positif,anies prabowo faktafakta prabowo menteri pertahanan menyerang personal anies menyinggung prabowo pribadi prabowo pejabat menteri pertahanan
"Anis dan ganjar hanya bisa ngoreksi kerjaan orang selama bertugas,
Bagai mana dengan kerja nya sendiri sudah baik kah,sudah beres kah kerjaan nya slama menjabat sbgai gubernur.
Krn pak prabowo mentri pertahanan beliau tidak serang balik,kalau belau serang balik kelar tu 2 orang wkwkwkw",negatif,ani ganjar ngoreksi kerjaan orang bertugas kerja nya kahsudah beres kah kerjaan nya slama menjabat sbgai gubernur krn prabowo mentri pertahanan beliau serang balikkalau belau serang kelar tu orang wkwkwkw
"Prabowo dipecat oi, purnawirawan?",negatif,prabowo dipecat oi purnawirawan
 @pbrikpadi20  maaf keliru bang dan makasih koreksinya 🙏😇,positif,maaf keliru bang makasih koreksinya
Dia gaji menhan aja gadibawa😅ga percaya sebelah mananya yah?😅,positif,gaji menhan aja gadibawaga percaya sebelah mananya yah
"Cukup dengan lihat wapresnya Pak Prabowo.. sudah membulatkan tekat, untuk tidak memilih.
Masak iya wapres yang dipaksakan maju dengan mengakali undang2.. kita biarkan memimpin.",negatif,lihat wapresnya prabowo membulatkan tekat memilih masak iya wapres dipaksakan maju mengakali undang biarkan memimpin
"walaupun pak Prabowo kalah debat,, dan kena serang,, dan tidak sekomunikatif lawan2nya.. 
tapi yakin lah pak, kami yg bisa melihat jauh ke depan tau apa isi hatimu.. terlepas masa lalu mu dan luas lahan mu pak Prabowo.. aku tetap akan mendukung mu.. karna ada pak Jokowi dari belakang mu.. beda dgn yg lain..",positif,prabowo kalah debat kena serang sekomunikatif lawannya yg tau isi hatimu terlepas mu luas lahan mu prabowo mendukung mu karna jokowi mu beda dgn yg
"02: fokus sibuk bahas negara
01 & 03 : sibuk bahas kejelek2an org.. 😂😂😂😂😂",negatif,fokus sibuk bahas negara sibuk bahas kejelekan org
"Semua programnya positif, tolong saling ngingetin sama yang jadi. Indonesia butuh bapak semua...",positif,programnya positif tolong ngingetin indonesia butuh
"Wakanda No More
Indonesia forever ❤01",positif,wakanda indonesia forever
"Pak ganjar keliatan bersahabat tp nyerang juga, pak anis terlalu terang2an",positif,ganjar keliatan bersahabat tp nyerang ani terangan
"Hai para calon pemimpin Negara Indonesia "" Yang lalu adalah pelajaran - yang penting sekarang bagaimana memperbaiki kekurangan yang lalu - supaya Indonesia berkah sentausa -aman tentram adil dan makmur """,positif,hai calon pemimpin negara indonesia pelajaran memperbaiki kekurangan indonesia berkah sentausa aman tentram adil makmur
Semoga pada pemilu kali ini kesempatan Pak Prabowo menjadi Presiden RI 2024...❤,positif,semoga pemilu kali kesempatan prabowo presiden ri
Paslon 1 dan 3 dari sidang prtma nyerang terus paslon du pak prabowo tetapi pak prabowo dngn tegas menjawab singkat dn jelas paslon 1 dan 3 menye2 smua,positif,paslon sidang prtma nyerang paslon du prabowo prabowo dngn singkat dn paslon menye smua
"INDONESIA butuh Pemimpin yang Punya Nyali, bukan pemimpin Pandai Berkata kata, Masyarakat Indonesia Sudah Bosan dengan calon Yang padai di teori tetapi prakteknya Nol. Pak Prabowo kami Rakyat Indonesia menunggu Mu untuk memimpin Negara Indonesia Untuk lebih maju.",positif,indonesia butuh pemimpin nyali pemimpin pandai masyarakat indonesia bosan calon padai teori prakteknya nol prabowo rakyat indonesia menunggu mu memimpin negara indonesia maju
Banyak bujer 02 njir. Dibayar berapa komenan tertata rapi gitu kata2nya dan formal 😂,negatif,bujer njir dibayar komenan tertata rapi gitu formal
Siapapun presiden nya nanti. Semoga biesa bertanggung jawab atas tugas tugas yang seharusnya dilaksanakan untuk bangsa dan negara. Saling menghargai terhadap pilihan masing-masing. 🙌,positif,presiden nya semoga biesa bertanggung tugas tugas dilaksanakan bangsa negara menghargai pilihan masingmasing
yg sabar pak Prabowo biarin aja merka nyerangin pak Prabowo.. Always with you pak Prabowo😢,positif,yg sabar prabowo biarin aja merka nyerangin prabowo always prabowo
"Anis pinter ngomong tok po yo... 
Prabowo ora kakeen ngomong tpi langsung nglakoni..",positif,ani pinter ngomong tok po yo prabowo os kakeen ngomong tpi langsung nglakoni
Yg penting pemimpinya jujur adil🤲,positif,yg pemimpinya jujur adil
"habis nobar debat di tempat kami tadi pendukung prabowo pada kecewa mukanya, prabowo gk bisa menjelaskan apapun rencananya, yg ada hanya membuka kegagalan dia selama jadi menhan

Kayaknya pendukung prabowo di tempat saya makin berkurang😅",negatif,habis nobar debat pendukung prabowo kecewa mukanya prabowo gk apapun rencananya yg membuka kegagalan menhan kayaknya pendukung prabowo berkurang
"sehat selalu pak prabowo tulus suara saya untuk bapak 😊 saya ga mau sedih sedih pak kita tunggu saja karma apa yang terjadi dihidup mereka, semangat ya pak jangan berkecil hati saya tulus mendukung bapak",positif,sehat prabowo tulu suara ga sedih sedih tunggu karma dihidup semangat ya berkecil hati tulu mendukung
"semoga dalam  setiap debat bisa mengedepankan kepentingan rakyat jangan memakai emosi dan jangan menyulut emosi, debatnya secara sehat demi bangsa dan negara indonesia jaya",positif,semoga debat mengedepankan kepentingan rakyat memakai emosi menyulut emosi debatnya sehat bangsa negara indonesia jaya
"Hai saya dari masa depan... Wkwkwk... diajak salaman pamit malah kabur, ambekan beud",negatif,hai wkwkwk diajak salaman pamit kabur ambekan beud
"Orang Indonesia kalo kita makin bicara soal pelanggaran ,malah respon nya bosen,..
Paham konsep nya ga Sih?
Justru harusnya kalian sadar, dari situ aja mereka udah ngelanggar loh.. MENYEPELEKAN HUKUM,
ASTAGA..
MALAH respon nya ""bosen bosen ,apalah, ""
mikir !!!",negatif,orang indonesia kalo bicara pelanggaran respon nya bosen paham konsep nya ga sih sadar situ aja udah ngelanggar loh menyepelekan hukum astaga respon nya bosen bosen apalah mikir
​ @meisyaam88 bukan bosan bg.... Orang itu emang di bayar... Namanya anak hokage... Suka2 hati dia lah😮😅,negatif,bosan bg orang emang bayar namanya anak hokage suka hati
" @achmadmuhajir4507  kenapa basi? 🤔 itu fakta bukan? Apa kalau ada pelanggaran terus kita sbagai anak muda harus tutup mata / melupakan gitu aja?? Enak betul jelas2 dibantuin paman di MK.. punya priviledge.. tp ketika ada kritik dibilang basi. Basi itu kalau sudah ada penyelesaian, dia bs klarifikasi. Ini kan engga. Ingat loh masyarakat udah smart.",positif,basi fakta pelanggaran sbagai anak muda tutup mata melupakan gitu aja enak dibantuin paman mk priviledge tp kritik dibilang basi basi penyelesaian b klarifikasi engga loh masyarakat udah smart
 @annisasalsabila3069 bicara visi misi fokus di bilang omdo. Mengkritik kinerja menhan di bilang menyerang personal. Mau lu apa ? 🗿😂,negatif,bicara visi misi fokus bilang omdo mengkritik kinerja menhan bilang menyerang personal lu
saya yakin beliau sangat berhati-hati membahas tentang pertahanan karena posisi beliau sekarang,positif,beliau berhatihati membahas pertahanan posisi beliau
"Karena dia tidak paham, klo masalah ancam mengancam Prabowo jagonya, sudah banyak buktinya",negatif,paham klo ancam mengancam prabowo jagonya buktinya
" @auraninandita  itu namanya gak punya gagasan bukan legowo, klo emang legowo gak mungkin nyapres  dan nyawapres sampai 4 kali 😂😂😂😂😂😂😂",negatif,namanya gak gagasan legowo klo emang legowo gak nyapres nyawapres kali
Mantap Prabowo disetir sama Jokowi 😮,positif,mantap prabowo disetir jokowi
 @auraninandita  sebutin dong di bagian apa lawan debatnya yg nyerang personal personal Prabowo???? Sebut dong saya pengin tahu???????,positif,sebutin lawan debatnya yg nyerang personal personal prabowo pengin
JELAS BEDA PAKE ORDAL.....😅😅😅,positif,beda pake ordal
Contoh cinta buta ya gini nih.,positif,contoh cinta buta ya gini nih
Dg ijazah palsunya. Dg hutang luarnegeri yg tinggi,negatif,dg ijazah palsunya dg hutang luarnegeri yg
masa lalu nya yang kelam mksd nya ???,negatif,nya kelam mksd nya
​ @auraninandita iya dipecat karena NGGAK MAU DIAJAK KORUPSI,negatif,iya dipecat nggak diajak korupsi
Setau saya TNI itu paling anti di setir. Soalnya kata om saya yg pensiunan TnI aja mlih prabowo karna tau TNI gak akan bisa diatur orang begitu saja,positif,setau tni anti setir om yg pensiunan tni aja mlih prabowo karna tau tni gak diatur orang
Tenggelamkan no 01 😎🤣🤣,negatif,tenggelamkan
YaMAN no more... Negri aman forever❤,positif,yaman negri aman forever
jangan sdh terlalu sepuh dan stroke 2 ×  bahaya negara ini di pimpin aki2 atau bocil,negatif,sdh sepuh stroke bahaya negara pimpin aki bocil
​ @malikhadafi814 lu bntr lagi yg stroke,positif,lu bntr yg stroke
SIAP DUKUNG ANIS BASWEDAN 1 PUTARAN MENANG... YANG LAIN SIH JAUH... ANIS PRESIDEN INDONESIA ..... ❤❤❤,positif,dukung ani baswedan putaran menang sih ani presiden indonesia
itu harapan anda bukan harapan rakyat indonesiaa wkwkwk,negatif,harapan harapan rakyat indonesiaa wkwkwk
sudah 3x gagal mulu...ampuuuunnnn tobat tobat,negatif,x gagal muluampuuuunnnn tobat tobat
"Ga haus kekuasaan, tapi sudah 1x jadi cawapres dan 3x capres nih hehehe",positif,ga haus kekuasaan x cawapres x capres nih hehehe
Prabowo next Presiden Ri 2024 - 2029 Aminnn ya Allah.,positif,prabowo next presiden ri aminnn ya allah
"Memang benar PS dan Jkw bernyali besar sampai2 hukum dibengkokkan dgn Mahkamah Keluarga utk syahwat berkuasa dan memenangi pilpres.
Trima kasih ya pak sdah mendukung dimulainya politik dinasti di Indonesia.",negatif,p jkw bernyali hukum dibengkokkan dgn mahkamah keluarga utk syahwat berkuasa memenangi pilpres trima kasih ya sdah mendukung politik dinasti indonesia
" @offioffi6313  sebelum lu ngebacot banyakin googling deh, lu pikir cuma pak prabowo yang mau gandeng sama gibran??😂 paslon 01 sama 03 juga pernah meneumui gibran juga kalii 😂 Dan akhirnya gibran milih pak prabowo, Dan kalaupun gibran memilih antara 01 sama 03 juga bakal diginiin nih sama masyarakat. Dan yang lu maksud dinasti politik yang mana? Karna gibran anak presiden? Karna di dukung sama bapaknya? dia nyalon bro yang milih rakyat bukan bapaknya doang Karna dia punya previlage lah makanya dia jadi sprt skrng😂 Dan asal lu Tau ya Dari dulu juga negara kita banyak dinastinya, negara lain juga banyak yang dinasti politik,,,Dan lu ganyadar? lu juga kalo jadi pejabat bakal nepotisme 😂 sorry yee bukannya gua bala in pihak manapun cuma kalo lu ngomong gitu lucu aja bro gua juga awam sama politik🙏🏿",positif,lu ngebacot banyakin googling deh lu pikir prabowo gandeng gibran paslon meneumui gibran kalii gibran milih prabowo gibran memilih diginiin nih masyarakat lu maksud dinasti politik karna gibran anak presiden karna dukung bapaknya nyalon bro milih rakyat bapaknya doang karna previlage sprt skrng lu tau ya negara dinastinya negara dinasti politikdan lu ganyadar lu kalo pejabat nepotisme sorry yee gua bala manapun kalo lu ngomong gitu lucu aja bro gua awam politik
"Mereka berdua tuh julid semua keliatan ko dari muka, senyum liciknya mengintimidasi banget dasar lambe turah masa calon presiden mulutnya julid ga punya wibawa kek ibu"" rempong banget tuh mulut",negatif,berdua tuh julid keliatan ko muka senyum liciknya mengintimidasi banget dasar lambe turah calon presiden mulutnya julid ga wibawa kek rempong banget tuh mulut
"Di tempat saya sudah habis malah, berpindah ke pak anies semua😅",positif,habis berpindah anies
"Seharusnya hari ini Prabowo yg ""memasak"" ,, tapi Krena udah emosi pikirannya buyar.. jadi apa yg dia tau gak tersampaikan ke publik dgan baik.. Prabowo gak bisa kontrol emosinya",negatif,prabowo yg memasak krena udah emosi pikirannya buyar yg tau gak publik dgan prabowo gak kontrol emosinya
Menurut saya pak prabowo baik nya menikmati dan istrht mengingat usianya.,positif,prabowo nya menikmati istrht usianya
Saya nggak jadi dukung nomer 2 gara gara debat ini :),positif,nggak dukung nomer gara gara debat
Justru sy khawatir bukan hilang pendukungnya pak wowo...tp stroke krn emosi yg tertahan selama 2 jam...ntar di pikirin lagi tuh di rumah...makin naik darah nya..😃😃😃,positif,sy khawatir hilang pendukungnya wowotp stroke krn emosi yg tertahan jamntar pikirin tuh rumahmakin darah nya
"Alhamdulillah semoga t4 smpean pada terbuka, jgn smpe kita di pimpin oleh orang yg tidak menjujung tinggi etika",positif,alhamdulillah semoga smpean terbuka jgn smpe pimpin orang yg menjujung etika
Prabowo terjebak alur anis,negatif,prabowo terjebak alur ani
Pada kompakan gempur pak prabowo...✌️,positif,kompakan gempur prabowo
Ngga pinter ngmng bang yg penting kerja nyata......,negatif,ngga pinter ngmng bang yg kerja nyata
Kalo disaya malah makin nambah,positif,kalo disaya nambah
"Buzerr 01,03 komentar kalah sama gen z ,di media sosial  kali ini 😅",positif,buzerr komentar kalah gen z medium sosial kali
"Rasain dlu jadi menhan , nah kalo udh jadi menhan lu bongkar semua rahasia negara di depan mata dunia",negatif,rasain dlu menhan kalo udh menhan lu bongkar rahasia negara mata dunia
"Bukan kecewa karena Prabowo nya, tapi kecewa sama paslon lain yg kerjaannya cuma nyerang2 personal 02 trus..",negatif,kecewa prabowo nya kecewa paslon yg kerjaannya nyerang personal trus
" @anitahan_6328   nonton debat dengan seksama gak bang, dari awal sampai akhir semua yg di serang gagasan dan kinerja nya.",positif,nonton debat seksama gak bang yg serang gagasan kinerja nya
Tapi di tempat saya hari demi hari pendukung Prabowo Jokowi makin melonjak tinggi.,positif,pendukung prabowo jokowi melonjak
melonjak tinggi halu nya ya? hihii @khusucencuy45 ,positif,melonjak halu nya ya hihii
"​ @khusucencuy45 karena ga banyak orang yg punya pengetahuan tinggi dan mengerti politik bahkan untuk sekelas sarjana dan orang2 kek gitu cuma ngedukung paslon yg dia suka bukan paslon yg punya gagasan untuk indonesia kedepannya 😂 contoh ganjar , ini bukan tema yg dia geluti tapi ngk ada satupun orang yg bisa nyangkal gagasan dia karena memang dia punya ilmu pengetahuan dan nyatanya sepertinya di lapangan lebih bnyak pendukung 02 karena apa karena ngk semua orang punya ilmu kek dia minimal ngk banyak orang yg ngerti gagasan dia .",positif,ga orang yg pengetahuan mengerti politik sekelas sarjana orang kek gitu ngedukung paslon yg suka paslon yg gagasan indonesia kedepannya contoh ganjar tema yg geluti ngk satupun orang yg nyangkal gagasan ilmu pengetahuan lapangan bnyak pendukung ngk orang ilmu kek minimal ngk orang yg ngerti gagasan
Masa iya? 🤭​ @khusucencuy45 ,positif,iya
Tp di tempat saya malah bertambah pemilih Prabowo,positif,tp bertambah pemilih prabowo
Wowo mengandalkan emosionalnya jangan2 jadi pemimpin diktator ... Tidak menerima masukan ...,negatif,wowo mengandalkan emosionalnya pemimpin diktator menerima masukan
"orang yang benar benar paham tentang pertahanan tidak akan semudah itu memberikan rencana pertahanan untuk di buka di publik Karna itu rahasia negara seharusnya capres sudah Tau itu, kalau rencananya dibeberkan pertahanan kta udah nggak aman lagi dong",negatif,orang paham pertahanan semudah rencana pertahanan buka publik karna rahasia negara capres tau rencananya dibeberkan pertahanan kta udah nggak aman
